trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,steps,cover_visits,stop_reason,wall_s
818,12,12,0,5590.150,18960.751,323,29,30,7,certificate,1.709
819,11,11,0,4158.471,17012.356,118,27,27,7,certificate,1.349
820,12,12,0,6179.079,18545.395,455,29,31,7,certificate,2.451
821,12,12,0,4128.116,16685.578,122,28,28,7,certificate,1.146
822,14,14,0,4232.245,17326.223,117,31,31,7,certificate,1.201
823,10,10,0,3916.937,15734.686,120,24,24,7,certificate,1.160
824,14,14,0,4043.726,16418.631,116,28,28,7,certificate,1.150
825,14,14,0,4234.385,17151.924,122,27,27,7,certificate,1.176
826,13,13,0,4906.447,20382.236,128,27,27,7,certificate,1.226
827,11,11,0,5784.724,21353.620,269,26,27,7,certificate,1.718
828,12,12,0,4091.629,16873.146,110,27,27,7,certificate,1.208
829,10,10,0,4337.492,17622.459,128,26,26,7,certificate,1.265
830,10,10,0,3941.185,15475.927,134,25,25,7,certificate,1.217
831,15,15,0,3337.628,13323.142,100,27,27,7,certificate,1.049
832,13,13,0,5570.141,19525.706,297,30,31,7,certificate,1.735
833,11,11,0,4544.375,18676.873,127,30,30,7,certificate,1.718
834,11,11,0,5172.030,17395.152,306,24,25,7,certificate,1.545
835,13,13,0,4934.690,17218.451,263,30,31,7,certificate,1.602
836,14,14,0,4333.269,17721.347,120,32,32,7,certificate,1.288
837,15,15,0,4321.391,17716.953,119,31,31,7,certificate,1.264
838,11,11,0,3550.627,13873.137,120,22,22,7,certificate,1.091
839,13,13,0,4897.811,16984.054,265,30,31,7,certificate,1.821
840,12,12,0,4199.778,17593.889,104,24,24,7,certificate,1.078
841,16,16,0,4282.781,16648.904,145,36,36,7,certificate,1.256
842,13,13,0,3510.574,14022.872,107,30,30,7,certificate,1.093
843,14,14,0,4726.302,19286.508,134,31,31,7,certificate,1.174
844,13,13,0,4097.089,16790.447,113,25,25,7,certificate,1.143
845,12,12,0,3712.610,14678.049,120,27,27,7,certificate,1.311
846,16,16,0,4777.113,19925.564,119,31,31,7,certificate,1.402
847,11,11,0,3830.111,15225.555,122,22,22,7,certificate,1.020
848,10,10,0,5222.026,16800.129,336,26,27,7,certificate,1.865
849,10,10,0,3738.832,15159.162,110,23,23,7,certificate,1.171
850,10,10,0,3764.169,14700.844,130,21,21,7,certificate,1.345
851,14,14,0,4078.432,16782.160,109,26,26,7,certificate,1.200
852,12,12,0,4183.451,16902.255,123,26,26,7,certificate,1.266
853,13,13,0,4232.581,17042.904,127,30,30,7,certificate,1.423
854,10,10,0,6202.470,18402.351,470,24,26,7,certificate,2.110
855,12,12,0,6204.200,23195.999,276,33,34,7,certificate,1.544
856,11,11,0,3829.924,15444.620,115,24,24,7,certificate,1.226
857,13,13,0,3601.462,13897.309,128,27,27,7,certificate,1.300
858,11,11,0,4296.515,17347.575,130,26,26,7,certificate,1.581
859,15,15,0,4505.883,18794.414,114,38,39,7,certificate,1.843
860,16,16,0,4475.624,18643.118,112,32,32,7,certificate,1.283
861,13,13,0,4254.770,17178.848,126,26,26,7,certificate,1.350
862,14,14,0,4417.850,18044.250,126,32,33,7,certificate,1.204
863,14,14,0,4324.668,17963.342,111,29,29,7,certificate,1.267
864,11,11,0,4819.396,15776.982,300,24,25,7,certificate,1.663
865,15,15,0,5098.581,21477.907,122,33,33,7,certificate,1.300
866,15,15,0,4910.916,20669.579,118,32,32,7,certificate,1.678
867,12,12,0,4029.489,16472.446,113,30,30,7,certificate,1.279
868,13,13,0,3933.457,15697.284,123,25,25,7,certificate,1.245
869,11,11,0,6357.777,20103.886,434,27,30,7,certificate,2.004
870,16,16,0,3391.819,13909.094,89,26,26,7,certificate,0.975
871,13,13,0,4925.153,20205.765,138,35,35,7,certificate,1.739
872,15,15,0,4755.346,19691.732,124,31,31,7,certificate,1.269
873,10,10,0,3918.594,15802.972,119,23,23,7,certificate,1.306
874,11,11,0,4280.176,17700.881,115,29,29,7,certificate,1.417
875,15,15,0,6678.119,23840.595,336,39,41,7,certificate,1.845
876,15,15,0,4644.453,19212.263,122,33,33,7,certificate,1.271
877,16,16,0,3968.141,16465.703,100,32,32,7,certificate,1.353
878,14,14,0,4593.002,19145.008,117,28,28,7,certificate,1.385
879,16,16,0,4535.815,18689.075,121,36,36,7,certificate,1.481
880,12,12,0,5785.158,19870.790,329,31,32,7,certificate,2.043
881,12,12,0,5294.935,18274.674,293,26,27,7,certificate,1.819
882,13,13,0,4422.185,18225.927,120,36,37,7,certificate,1.498
883,10,10,0,3264.619,12578.095,117,23,23,7,certificate,1.165
884,16,16,0,4404.466,17792.331,130,31,31,7,certificate,1.432
885,12,12,0,3936.013,15765.063,121,30,30,7,certificate,1.509
886,12,12,0,4299.473,17797.364,114,25,25,7,certificate,1.140
887,15,15,0,4169.620,16308.101,140,31,31,7,certificate,1.348
888,14,14,0,5682.536,20782.678,268,35,36,7,certificate,1.508
889,13,13,0,4754.676,20158.379,111,30,30,7,certificate,1.534
890,10,10,0,3811.404,15207.019,120,23,23,7,certificate,1.533
891,16,16,0,5084.935,21689.676,112,38,38,7,certificate,1.368
892,15,15,0,3997.299,15656.497,132,36,36,7,certificate,1.289
893,11,11,0,4299.436,17607.179,121,24,24,7,certificate,1.286
894,10,10,0,3717.900,14839.500,117,21,21,7,certificate,1.146
895,15,15,0,4015.392,15906.961,126,31,31,7,certificate,1.209
896,11,11,0,3878.129,15900.643,108,26,26,7,certificate,1.407
897,12,12,0,3745.798,14718.992,125,27,27,7,certificate,1.239
898,14,14,0,7470.248,24751.238,466,40,42,7,certificate,2.326
899,15,15,0,5955.545,20942.727,317,29,30,7,certificate,1.754
900,14,14,0,5593.817,20659.083,254,28,30,7,certificate,1.398
901,15,15,0,4940.952,20709.761,121,32,32,7,certificate,1.429
902,16,16,0,4272.726,17693.632,110,35,35,7,certificate,1.363
903,12,12,0,3798.289,15091.443,120,25,25,7,certificate,1.258
904,15,15,0,6092.094,21195.469,331,31,32,7,certificate,1.754
905,12,12,0,3539.268,13896.340,117,24,24,7,certificate,1.240
906,15,15,0,4369.631,17933.153,118,27,27,7,certificate,1.179
907,13,13,0,3953.478,16007.389,115,31,31,7,certificate,1.210
908,14,14,0,3941.487,15757.433,120,26,26,7,certificate,1.371
909,10,10,0,4939.917,16999.583,275,24,26,7,certificate,1.577
910,14,14,0,5652.177,23810.885,137,37,37,7,certificate,1.512
911,16,16,0,5187.268,21551.341,133,35,35,7,certificate,1.543
912,11,11,0,4106.446,16467.232,127,25,25,7,certificate,1.272
913,16,16,0,5372.762,22713.811,126,36,36,7,certificate,1.420
914,10,10,0,4139.135,15805.674,159,21,22,7,certificate,1.288
915,10,10,0,3520.876,13884.380,116,23,23,7,certificate,1.270
916,16,16,0,4260.741,17493.707,116,31,31,7,certificate,1.202
917,16,16,0,4181.258,17396.292,104,32,32,7,certificate,1.110
918,16,16,0,4984.056,20675.279,129,33,33,7,certificate,1.382
919,15,15,0,4569.715,19113.577,113,33,33,7,certificate,1.320
920,10,10,0,3630.664,14193.318,124,23,23,7,certificate,1.291
921,16,16,0,4248.334,17416.668,114,29,29,7,certificate,1.200
922,16,16,0,4484.215,18816.075,108,30,30,7,certificate,1.404
923,12,12,0,4103.193,16545.966,123,25,25,7,certificate,1.302
924,15,15,0,4857.656,20563.281,112,33,33,7,certificate,1.438
925,13,13,0,4785.379,18866.894,165,31,32,7,certificate,1.385
926,15,15,0,4308.822,17839.109,112,33,33,7,certificate,1.392
927,12,12,0,3739.122,15145.609,109,23,23,7,certificate,1.286
928,12,12,0,4060.549,16022.743,135,27,27,7,certificate,1.406
929,11,11,0,5652.517,20317.586,283,25,26,7,certificate,1.784
930,16,16,0,4181.220,17176.098,113,30,30,7,certificate,1.107
931,12,12,0,4053.194,16455.970,118,33,34,7,certificate,1.432
932,11,11,0,4011.807,16339.034,115,22,22,7,certificate,1.187
933,11,11,0,3608.936,14179.680,120,25,25,7,certificate,1.305
934,14,14,0,4130.183,16670.915,122,31,31,7,certificate,1.395
935,16,16,0,4654.769,19283.845,121,32,32,7,certificate,1.370
936,13,13,0,5545.794,19843.969,279,30,31,7,certificate,1.757
937,12,12,0,4270.377,17261.886,129,30,31,7,certificate,1.417
938,11,11,0,3832.788,15183.939,125,24,24,7,certificate,1.200
939,10,10,0,4531.881,18559.406,130,26,26,7,certificate,1.342
940,12,12,0,3824.502,15412.508,114,24,24,7,certificate,1.358
941,16,16,0,4132.712,16913.560,112,33,33,7,certificate,1.144
942,11,11,0,4315.766,17598.832,125,30,30,7,certificate,1.605
943,13,13,0,5403.344,20071.722,244,30,31,7,certificate,1.582
944,11,11,0,5533.542,18577.708,333,22,23,7,certificate,1.704
945,14,14,0,4057.011,16730.057,108,28,29,7,certificate,1.322
946,11,11,0,4412.672,18093.360,124,26,26,7,certificate,1.406
947,15,15,0,4365.351,18126.755,112,31,31,7,certificate,1.508
948,14,14,0,3810.069,14825.345,130,32,32,7,certificate,1.348
949,15,15,0,4546.386,18996.932,112,29,29,7,certificate,0.932
950,15,15,0,6207.546,22507.732,305,36,37,7,certificate,2.134
951,15,15,0,4465.629,18508.144,115,29,29,7,certificate,1.184
952,13,13,0,4621.221,19301.106,117,28,28,7,certificate,1.443
953,11,11,0,3839.124,15525.621,114,25,25,7,certificate,1.434
954,15,15,0,4760.229,19506.144,133,32,32,7,certificate,1.549
955,14,14,0,4376.636,18043.179,116,24,24,7,certificate,1.117
956,12,12,0,5248.648,17928.240,298,27,28,7,certificate,1.662
957,14,14,0,4862.977,20474.883,117,28,28,7,certificate,1.341
958,10,10,0,3983.712,16113.560,119,27,27,7,certificate,1.447
959,15,15,0,5321.522,22197.611,139,38,39,7,certificate,1.550
960,11,11,0,4616.100,19250.500,120,24,24,7,certificate,1.449
961,11,11,0,4507.234,18426.169,129,28,28,7,certificate,1.337
962,15,15,0,4332.843,17944.213,113,33,33,7,certificate,1.306
963,13,13,0,4033.964,16269.822,120,25,25,7,certificate,1.228
964,15,15,0,4365.625,17978.127,117,31,31,7,certificate,1.444
965,14,14,0,4094.951,16494.753,122,32,32,7,certificate,1.334
966,16,16,0,4123.659,16908.296,111,27,27,7,certificate,1.200
967,13,13,0,4010.412,15897.061,128,30,30,7,certificate,1.302
968,16,16,0,5157.314,19281.571,222,32,33,7,certificate,1.212
969,15,15,0,4701.515,19382.573,126,29,29,7,certificate,1.347
970,13,13,0,4034.409,16202.047,121,24,24,7,certificate,1.320
971,14,14,0,4831.958,19574.790,144,32,33,7,certificate,1.440
972,15,15,0,4239.466,17072.330,125,29,29,7,certificate,1.060
973,12,12,0,5365.641,17943.204,320,25,26,7,certificate,1.539
974,12,12,0,5699.869,20164.343,295,29,30,7,certificate,1.896
975,14,14,0,5013.370,21331.849,114,29,29,7,certificate,1.282
976,14,14,0,4056.137,16385.687,118,27,27,7,certificate,1.107
977,11,11,0,4283.508,17467.539,124,25,25,7,certificate,1.102
978,15,15,0,4832.872,20044.359,125,35,35,7,certificate,0.979
979,11,11,0,4063.581,16517.907,118,24,24,7,certificate,0.941
980,13,13,0,4316.277,17476.384,127,27,27,7,certificate,1.353
981,16,16,0,4260.336,17581.679,112,33,33,7,certificate,1.329
982,14,14,0,5004.740,19358.702,191,30,31,7,certificate,1.583
983,13,13,0,4034.347,15916.734,131,28,28,7,certificate,1.336
984,12,12,0,4480.289,18521.443,120,26,26,7,certificate,1.148
985,14,14,0,4248.100,17000.498,131,30,31,7,certificate,0.964
986,13,13,0,5569.825,19464.123,299,31,32,7,certificate,1.233
987,16,16,0,4731.370,20026.849,109,33,33,7,certificate,1.343
988,11,11,0,4241.960,16879.802,135,27,27,7,certificate,1.359
989,12,12,0,5056.339,20981.696,134,26,26,7,certificate,1.436
990,13,13,0,3716.083,14685.414,120,28,28,7,certificate,1.056
991,12,12,0,4212.872,17084.359,123,28,28,7,certificate,0.939
992,15,15,0,5287.916,18874.580,267,31,32,7,certificate,1.211
993,15,15,0,4115.333,17161.664,102,27,27,7,certificate,0.727
994,12,12,0,4151.214,16396.069,136,28,28,7,certificate,1.393
995,16,16,0,3806.056,15500.282,105,27,27,7,certificate,0.861
996,14,14,0,4718.245,19611.224,122,29,29,7,certificate,1.017
997,14,14,0,5767.814,20624.071,294,32,33,7,certificate,1.147
998,13,13,0,4242.171,17430.856,116,27,27,7,certificate,0.813
999,12,12,0,3986.620,16158.099,116,29,29,7,certificate,0.689
